"Type","OldFullName","NewFullName"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_CDV-Client Development\Matters\7001 Miscellaneous\US7506983 Family\USRE45147E1\Patent Citations\Family to Family Citations\US5017000.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_C~5916b2\Matters\7001 Miscellaneous\US7506983 Family\USRE45147E1\Patent Citations\Family to Family Citations\US5017000.pdf"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_CDV-Client Development\Matters\7001 Miscellaneous\US7506983 Family\USRE45147E1\Patent Citations\Family to Family Citations\US5024517.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_C~5916b2\Matters\7001 Miscellaneous\US7506983 Family\USRE45147E1\Patent Citations\Family to Family Citations\US5024517.pdf"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_CDV-Client Development\Matters\7001 Miscellaneous\US7506983 Family\USRE45147E1\Patent Citations\Family to Family Citations\US5054905.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_C~5916b2\Matters\7001 Miscellaneous\US7506983 Family\USRE45147E1\Patent Citations\Family to Family Citations\US5054905.pdf"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_CDV-Client Development\Matters\7001 Miscellaneous\US7506983 Family\USRE45147E1\Patent Citations\Family to Family Citations\US5056908.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_C~5916b2\Matters\7001 Miscellaneous\US7506983 Family\USRE45147E1\Patent Citations\Family to Family Citations\US5056908.pdf"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_CDV-Client Development\Matters\7001 Miscellaneous\US7506983 Family\USRE45147E1\Patent Citations\Family to Family Citations\US5076684.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_C~5916b2\Matters\7001 Miscellaneous\US7506983 Family\USRE45147E1\Patent Citations\Family to Family Citations\US5076684.pdf"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_CDV-Client Development\Matters\7001 Miscellaneous\US7506983 Family\USRE45147E1\Patent Citations\Family to Family Citations\US5096285.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_C~5916b2\Matters\7001 Miscellaneous\US7506983 Family\USRE45147E1\Patent Citations\Family to Family Citations\US5096285.pdf"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_CDV-Client Development\Matters\7001 Miscellaneous\US7506983 Family\USRE45147E1\Patent Citations\Family to Family Citations\US5106180.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_C~5916b2\Matters\7001 Miscellaneous\US7506983 Family\USRE45147E1\Patent Citations\Family to Family Citations\US5106180.pdf"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_CDV-Client Development\Matters\7001 Miscellaneous\US7506983 Family\USRE45147E1\Patent Citations\Family to Family Citations\US5108169.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_C~5916b2\Matters\7001 Miscellaneous\US7506983 Family\USRE45147E1\Patent Citations\Family to Family Citations\US5108169.pdf"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_CDV-Client Development\Matters\7001 Miscellaneous\US7506983 Family\USRE45147E1\Patent Citations\Family to Family Citations\US5116111.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_C~5916b2\Matters\7001 Miscellaneous\US7506983 Family\USRE45147E1\Patent Citations\Family to Family Citations\US5116111.pdf"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_CDV-Client Development\Matters\7001 Miscellaneous\US7506983 Family\USRE45147E1\Patent Citations\Family to Family Citations\US5117306.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_C~5916b2\Matters\7001 Miscellaneous\US7506983 Family\USRE45147E1\Patent Citations\Family to Family Citations\US5117306.pdf"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_CDV-Client Development\Matters\7001 Miscellaneous\US7506983 Family\USRE45147E1\Patent Citations\Family to Family Citations\US5121979.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_C~5916b2\Matters\7001 Miscellaneous\US7506983 Family\USRE45147E1\Patent Citations\Family to Family Citations\US5121979.pdf"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_CDV-Client Development\Matters\7001 Miscellaneous\US7506983 Family\USRE45147E1\Patent Citations\Family to Family Citations\US5121980.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_C~5916b2\Matters\7001 Miscellaneous\US7506983 Family\USRE45147E1\Patent Citations\Family to Family Citations\US5121980.pdf"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_CDV-Client Development\Matters\7001 Miscellaneous\US7506983 Family\USRE45147E1\Patent Citations\Family to Family Citations\US5144483.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_C~5916b2\Matters\7001 Miscellaneous\US7506983 Family\USRE45147E1\Patent Citations\Family to Family Citations\US5144483.pdf"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_CDV-Client Development\Matters\7001 Miscellaneous\US7506983 Family\USRE45147E1\Patent Citations\Family to Family Citations\US5178636.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_C~5916b2\Matters\7001 Miscellaneous\US7506983 Family\USRE45147E1\Patent Citations\Family to Family Citations\US5178636.pdf"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_CDV-Client Development\Matters\7001 Miscellaneous\US7506983 Family\USRE45147E1\Patent Citations\Family to Family Citations\US5229797.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_C~5916b2\Matters\7001 Miscellaneous\US7506983 Family\USRE45147E1\Patent Citations\Family to Family Citations\US5229797.pdf"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_CDV-Client Development\Matters\7001 Miscellaneous\US7506983 Family\USRE45147E1\Patent Citations\Family to Family Citations\US5270744.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_C~5916b2\Matters\7001 Miscellaneous\US7506983 Family\USRE45147E1\Patent Citations\Family to Family Citations\US5270744.pdf"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_CDV-Client Development\Matters\7001 Miscellaneous\US7506983 Family\USRE45147E1\Patent Citations\Family to Family Citations\US5349393.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_C~5916b2\Matters\7001 Miscellaneous\US7506983 Family\USRE45147E1\Patent Citations\Family to Family Citations\US5349393.pdf"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_CDV-Client Development\Matters\7001 Miscellaneous\US7506983 Family\USRE45147E1\Patent Citations\Family to Family Citations\US5406341.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_C~5916b2\Matters\7001 Miscellaneous\US7506983 Family\USRE45147E1\Patent Citations\Family to Family Citations\US5406341.pdf"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_CDV-Client Development\Matters\7001 Miscellaneous\US7506983 Family\USRE45147E1\Patent Citations\Family to Family Citations\US5448312.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_C~5916b2\Matters\7001 Miscellaneous\US7506983 Family\USRE45147E1\Patent Citations\Family to Family Citations\US5448312.pdf"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_CDV-Client Development\Matters\7001 Miscellaneous\US7506983 Family\USRE45147E1\Patent Citations\Family to Family Citations\US5517259.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_C~5916b2\Matters\7001 Miscellaneous\US7506983 Family\USRE45147E1\Patent Citations\Family to Family Citations\US5517259.pdf"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_CDV-Client Development\Matters\7001 Miscellaneous\US7506983 Family\USRE45147E1\Patent Citations\Family to Family Citations\US5760871.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_C~5916b2\Matters\7001 Miscellaneous\US7506983 Family\USRE45147E1\Patent Citations\Family to Family Citations\US5760871.pdf"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_CDV-Client Development\Matters\7001 Miscellaneous\US7506983 Family\USRE45147E1\Patent Citations\Family to Family Citations\US5898473.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_C~5916b2\Matters\7001 Miscellaneous\US7506983 Family\USRE45147E1\Patent Citations\Family to Family Citations\US5898473.pdf"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_CDV-Client Development\Matters\7001 Miscellaneous\US7506983 Family\USRE45147E1\Patent Citations\Family to Family Citations\US5929969.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_C~5916b2\Matters\7001 Miscellaneous\US7506983 Family\USRE45147E1\Patent Citations\Family to Family Citations\US5929969.pdf"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_CDV-Client Development\Matters\7001 Miscellaneous\US7506983 Family\USRE45147E1\Patent Citations\Family to Family Citations\US6120148.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_C~5916b2\Matters\7001 Miscellaneous\US7506983 Family\USRE45147E1\Patent Citations\Family to Family Citations\US6120148.pdf"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_CDV-Client Development\Matters\7001 Miscellaneous\US7506983 Family\USRE45147E1\Patent Citations\Family to Family Citations\US6364483.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_C~5916b2\Matters\7001 Miscellaneous\US7506983 Family\USRE45147E1\Patent Citations\Family to Family Citations\US6364483.pdf"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_CDV-Client Development\Matters\7001 Miscellaneous\US7506983 Family\USRE45147E1\Patent Citations\Family to Family Citations\US6536899.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_C~5916b2\Matters\7001 Miscellaneous\US7506983 Family\USRE45147E1\Patent Citations\Family to Family Citations\US6536899.pdf"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_CDV-Client Development\Matters\7001 Miscellaneous\US7506983 Family\USRE45147E1\Patent Citations\Family to Family Citations\US6559251.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_C~5916b2\Matters\7001 Miscellaneous\US7506983 Family\USRE45147E1\Patent Citations\Family to Family Citations\US6559251.pdf"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_CDV-Client Development\Matters\7001 Miscellaneous\US7506983 Family\USRE45147E1\Patent Citations\Family to Family Citations\US6951391.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_C~5916b2\Matters\7001 Miscellaneous\US7506983 Family\USRE45147E1\Patent Citations\Family to Family Citations\US6951391.pdf"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_CDV-Client Development\Matters\7001 Miscellaneous\US7506983 Family\USRE45147E1\Patent Citations\Family to Family Citations\US7036931.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_C~5916b2\Matters\7001 Miscellaneous\US7506983 Family\USRE45147E1\Patent Citations\Family to Family Citations\US7036931.pdf"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_CDV-Client Development\Matters\7001 Miscellaneous\US7506983 Family\USRE45147E1\Patent Citations\Family to Family Citations\US7073906.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_C~5916b2\Matters\7001 Miscellaneous\US7506983 Family\USRE45147E1\Patent Citations\Family to Family Citations\US7073906.pdf"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_CDV-Client Development\Matters\7001 Miscellaneous\US7506983 Family\USRE45147E1\Patent Citations\Family to Family Citations\US7401922.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_C~5916b2\Matters\7001 Miscellaneous\US7506983 Family\USRE45147E1\Patent Citations\Family to Family Citations\US7401922.pdf"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_CDV-Client Development\Matters\7001 Miscellaneous\US7506983 Family\USRE45147E1\Patent Citations\Family to Family Citations\US7503655.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_C~5916b2\Matters\7001 Miscellaneous\US7506983 Family\USRE45147E1\Patent Citations\Family to Family Citations\US7503655.pdf"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_CDV-Client Development\Matters\7001 Miscellaneous\US7506983 Family\USRE45147E1\Patent Citations\Family to Family Citations\US7637612B2.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_C~5916b2\Matters\7001 Miscellaneous\US7506983 Family\USRE45147E1\Patent Citations\Family to Family Citations\US7637612B2.pdf"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_CDV-Client Development\Matters\7001 Miscellaneous\US7506983 Family\USRE45147E1\Patent Citations\Family to Family Citations\US7697750.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_C~5916b2\Matters\7001 Miscellaneous\US7506983 Family\USRE45147E1\Patent Citations\Family to Family Citations\US7697750.pdf"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_CDV-Client Development\Matters\7001 Miscellaneous\US7506983 Family\USRE45147E1\Patent Citations\Family to Family Citations\WO1995027229A1_.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_C~5916b2\Matters\7001 Miscellaneous\US7506983 Family\USRE45147E1\Patent Citations\Family to Family Citations\WO1995027229A1_.pdf"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_CDV-Client Development\Matters\7001 Miscellaneous\US7506983 Family\USRE45147E1\Patent Citations\Family to Family Citations\WO2007082268A2.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_C~5916b2\Matters\7001 Miscellaneous\US7506983 Family\USRE45147E1\Patent Citations\Family to Family Citations\WO2007082268A2.pdf"
"Directory","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_CDV-Client Development\Matters\7001 Miscellaneous\US7506983 Family\USRE47006E\Non-Patent Citations\Wallman, Josh and Jonathan Winawer 2004","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_CDV-Client Development\Matters\7001 Miscellaneous\US7506983 Family\USRE47006E\Non-Patent Citations\Wallman, Jos~c7159d"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_CDV-Client Development\Matters\7001 Miscellaneous\US7506983 Family\USRE47006E\Non-Patent Citations\Diether, Sigrid and Frank Schaeffel 1997.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_CDV-Client Development\Matters\7001 Miscellaneous\US7506983 Family\USRE47006E\Non-Patent Citations\Diether, Sig~b7319e"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_CDV-Client Development\Matters\7001 Miscellaneous\US7506983 Family\USRE47006E\Non-Patent Citations\Edwards, Marion Hastings, et al. 2002.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_CDV-Client Development\Matters\7001 Miscellaneous\US7506983 Family\USRE47006E\Non-Patent Citations\Edwards, Mar~38e01a"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_CDV-Client Development\Matters\7001 Miscellaneous\US7506983 Family\USRE47006E\Non-Patent Citations\Gwiazda, Jane, et al. 2003.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_C~5916b2\Matters\7001 Miscellaneous\US7506983 Family\USRE47006E\Non-Patent Citations\Gwiazda, Jane, et al. 2003.pdf"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_CDV-Client Development\Matters\7001 Miscellaneous\US7506983 Family\USRE47006E\Non-Patent Citations\Schaeffel, Frank and Sigrid Diether 1999.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_CDV-Client Development\Matters\7001 Miscellaneous\US7506983 Family\USRE47006E\Non-Patent Citations\Schaeffel, F~b254cc"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_CDV-Client Development\Matters\7001 Miscellaneous\US7506983 Family\USRE47006E\Non-Patent Citations\Shaikh, Adam W. et al. 1999.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_C~5916b2\Matters\7001 Miscellaneous\US7506983 Family\USRE47006E\Non-Patent Citations\Shaikh, Adam W. et al. 1999.pdf"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_CDV-Client Development\Matters\7001 Miscellaneous\US7506983 Family\USRE47006E\Non-Patent Citations\Smith, Earl L. III and Li-Fang Hung 1999.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_CDV-Client Development\Matters\7001 Miscellaneous\US7506983 Family\USRE47006E\Non-Patent Citations\Smith, Earl ~cb9bc2"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_CDV-Client Development\Matters\7001 Miscellaneous\US7506983 Family\USRE47006E\Non-Patent Citations\Troilo, David and Josh Wallman 1991.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_CDV-Client Development\Matters\7001 Miscellaneous\US7506983 Family\USRE47006E\Non-Patent Citations\Troilo, Davi~3c51de"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_CDV-Client Development\Matters\7001 Miscellaneous\US7506983 Family\USRE47006E\Non-Patent Citations\Wallman, Josh and Jonathan Winawer 2004\PIIS0896627304004933.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_C~5916b2\Matters\7001 Miscellaneous\US7506983 Family\USRE47006E\Non-Patent Citations\Wallman, Jos~c7159d\PIIS08966273~19b53d"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_CDV-Client Development\Matters\7001 Miscellaneous\US7506983 Family\USRE47006E\Non-Patent Citations\Wallman, Josh and Jonathan Winawer 2004\PIIS0896627312002826.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_C~5916b2\Matters\7001 Miscellaneous\US7506983 Family\USRE47006E\Non-Patent Citations\Wallman, Jos~c7159d\PIIS08966273~a186b1"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_CDV-Client Development\Matters\7001 Miscellaneous\US7506983 Family\USRE47006E\Patent Citations\Family to Family Citations\AT527570T.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_C~5916b2\Matters\7001 Miscellaneous\US7506983 Family\USRE47006E\Patent Citations\Family to Family Citations\AT527570T.pdf"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_CDV-Client Development\Matters\7001 Miscellaneous\US7506983 Family\USRE47006E\Patent Citations\Family to Family Citations\AU2008243693A1.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_C~5916b2\Matters\7001 Miscellaneous\US7506983 Family\USRE47006E\Patent Citations\Family to Family Citations\AU2008243693A1.pdf"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_CDV-Client Development\Matters\7001 Miscellaneous\US7506983 Family\USRE47006E\Patent Citations\Family to Family Citations\AU2009260126A1.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_C~5916b2\Matters\7001 Miscellaneous\US7506983 Family\USRE47006E\Patent Citations\Family to Family Citations\AU2009260126A1.pdf"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_CDV-Client Development\Matters\7001 Miscellaneous\US7506983 Family\USRE47006E\Patent Citations\Family to Family Citations\AU8799701A.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_C~5916b2\Matters\7001 Miscellaneous\US7506983 Family\USRE47006E\Patent Citations\Family to Family Citations\AU8799701A.pdf"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_CDV-Client Development\Matters\7001 Miscellaneous\US7506983 Family\USRE47006E\Patent Citations\Family to Family Citations\BR9708501A.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_C~5916b2\Matters\7001 Miscellaneous\US7506983 Family\USRE47006E\Patent Citations\Family to Family Citations\BR9708501A.pdf"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_CDV-Client Development\Matters\7001 Miscellaneous\US7506983 Family\USRE47006E\Patent Citations\Family to Family Citations\CA1316728C.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_C~5916b2\Matters\7001 Miscellaneous\US7506983 Family\USRE47006E\Patent Citations\Family to Family Citations\CA1316728C.pdf"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_CDV-Client Development\Matters\7001 Miscellaneous\US7506983 Family\USRE47006E\Patent Citations\Family to Family Citations\CA2185685A1.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_C~5916b2\Matters\7001 Miscellaneous\US7506983 Family\USRE47006E\Patent Citations\Family to Family Citations\CA2185685A1.pdf"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_CDV-Client Development\Matters\7001 Miscellaneous\US7506983 Family\USRE47006E\Patent Citations\Family to Family Citations\CN101523270B.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_C~5916b2\Matters\7001 Miscellaneous\US7506983 Family\USRE47006E\Patent Citations\Family to Family Citations\CN101523270B.pdf"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_CDV-Client Development\Matters\7001 Miscellaneous\US7506983 Family\USRE47006E\Patent Citations\Family to Family Citations\CN102007444B.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Employment\Former Employers\Irell & Manella LLP\Work\950102 I&M_C~5916b2\Matters\7001 Miscellaneous\US7506983 Family\USRE47006E\Patent Citations\Family to Family Citations\CN102007444B.pdf"
