"Type","OldFullName","NewFullName","NewFullNameLen","WithinLimit"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\How to Write a Patent Application\Third Edition\Sections\10 - Chapter 4 - Working with the Inventor and Inventorship; and Exhibits 4-1 to 4-3.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\How to Write a Patent Application\Third Edition\Sections\10 - Chapter 4 - Working with the Inventor and Inventorship; and Exhibits 4-1 to 4-3.pdf","208","True"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\How to Write a Patent Application\Third Edition\Sections\11 - Chapter 5 - The Patentability Search; and Exhibits 5-1 to 5-5.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\How to Write a Patent Application\Third Edition\Sections\11 - Chapter 5 - The Patentability Search; and Exhibits 5-1 to 5-5.pdf","190","True"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\How to Write a Patent Application\Third Edition\Sections\13 - Chapter 7 - Patentable Subject Matter.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\How to Write a Patent Application\Third Edition\Sections\13 - Chapter 7 - Patentable Subject Matter.pdf","166","True"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\How to Write a Patent Application\Third Edition\Sections\14 - Chapter 8 - Preparing the Claims; and Exhibits 8-1 to 8-16.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\How to Write a Patent Application\Third Edition\Sections\14 - Chapter 8 - Preparing the Claims; and Exhibits 8-1 to 8-16.pdf","187","True"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\How to Write a Patent Application\Third Edition\Sections\15 - Chapter 9 - Writing the Specification; and Exhibits 9-1 to 9-3.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\How to Write a Patent Application\Third Edition\Sections\15 - Chapter 9 - Writing the Specification; and Exhibits 9-1 to 9-3.pdf","191","True"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\How to Write a Patent Application\Third Edition\Sections\16 - Chapter 10 - Information Disclosure Statement; and Exhibit 10-1.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\How to Write a Patent Application\Third Edition\Sections\16 - Chapter 10 - Information Disclosure Statement; and Exhibit 10-1.pdf","192","True"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\How to Write a Patent Application\Third Edition\Sections\17 - Chapter 11 - Design Patent Applications; and Exhibits 11-1 to 11-10.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\How to Write a Patent Application\Third Edition\Sections\17 - Chapter 11 - Design Patent Applications; and Exhibits 11-1 to 11-10.pdf","196","True"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\How to Write a Patent Application\Third Edition\Sections\18 - Chapter 12 - Provisional Patent Applications; and Exhibits 12-1 to 12-3 2.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\How to Write a Patent Application\Third Edition\Sections\18 - Chapter 12 - Provisional Patent Applications; and Exhibits 12-1 to 12-3 2.pdf","202","True"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\How to Write a Patent Application\Third Edition\Sections\18 - Chapter 12 - Provisional Patent Applications; and Exhibits 12-1 to 12-3.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\How to Write a Patent Application\Third Edition\Sections\18 - Chapter 12 - Provisional Patent Applications; and Exhibits 12-1 to 12-3.pdf","200","True"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\How to Write a Patent Application\Third Edition\Sections\19 - Chapter 13 - Plant Patent Applications; and Exhibits 13-1 to 13-7.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\How to Write a Patent Application\Third Edition\Sections\19 - Chapter 13 - Plant Patent Applications; and Exhibits 13-1 to 13-7.pdf","194","True"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\How to Write a Patent Application\Third Edition\Sections\2 - About the Author.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\How to Write a Patent Application\Third Edition\Sections\2 - About the Author.pdf","144","True"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\How to Write a Patent Application\Third Edition\Sections\20 - Chapter 14 - Electrical Patent Applications; and Exhibits 14-1 to 14-10.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\How to Write a Patent Application\Third Edition\Sections\20 - Chapter 14 - Electrical Patent Applications; and Exhibits 14-1 to 14-10.pdf","200","True"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\How to Write a Patent Application\Third Edition\Sections\21 - Chapter 15 - Patent Applications for Software and Methods of Doing Business; and Exhibits 15-1 to 15-4.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\How to Write a Patent Application\Third Edition\Sections\21 - Chapter 15 - Patent Applications for Software and Methods of Doing Business; and Exhibits 15-1 to 15-4.pdf","231","True"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\How to Write a Patent Application\Third Edition\Sections\22 - Chapter 16 - Patent Applications for the Chemical Invention; and Exhibit 16-1.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\How to Write a Patent Application\Third Edition\Sections\22 - Chapter 16 - Patent Applications for the Chemical Invention; and Exhibit 16-1.pdf","206","True"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\How to Write a Patent Application\Third Edition\Sections\23 - Chapter 17 - Biotechnology Patent Applications.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\How to Write a Patent Application\Third Edition\Sections\23 - Chapter 17 - Biotechnology Patent Applications.pdf","175","True"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\How to Write a Patent Application\Third Edition\Sections\24 - Chapter 18 - Preparing Foreign Patent Applications Based on a U.S. Application; and Exhibits 18-1 to 18-4.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\How to Write a Patent Application\Third Edition\Sections\24 - Chapter 18 - Preparing Foreign Patent Applications Based on a U.S. Application; and Exhibits 18-1 to 18-4.pdf","234","True"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\How to Write a Patent Application\Third Edition\Sections\25 - Chapter 19 - Reissue Patent Applications; and Exhibits 19-1 to 19-3.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\How to Write a Patent Application\Third Edition\Sections\25 - Chapter 19 - Reissue Patent Applications; and Exhibits 19-1 to 19-3.pdf","196","True"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\How to Write a Patent Application\Third Edition\Sections\26 - Appendix A - Selected Provisions of Title 35 United States Code - Patents.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\How to Write a Patent Application\Third Edition\Sections\26 - Appendix A - Selected Provisions of Title 35 United States Code - Patents.pdf","202","True"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\How to Write a Patent Application\Third Edition\Sections\28 - Table of Authorities.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\How to Write a Patent Application\Third Edition\Sections\28 - Table of Authorities.pdf","149","True"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\How to Write a Patent Application\Third Edition\Sections\29 - Index.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\How to Write a Patent Application\Third Edition\Sections\29 - Index.pdf","134","True"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\How to Write a Patent Application\Third Edition\Sections\3 - Table of Chapters.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\How to Write a Patent Application\Third Edition\Sections\3 - Table of Chapters.pdf","145","True"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\How to Write a Patent Application\Third Edition\Sections\4 - Table of Contents.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\How to Write a Patent Application\Third Edition\Sections\4 - Table of Contents.pdf","145","True"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\How to Write a Patent Application\Third Edition\Sections\5 - Table of Exhibits.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\How to Write a Patent Application\Third Edition\Sections\5 - Table of Exhibits.pdf","145","True"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\How to Write a Patent Application\Third Edition\Sections\6 - Acknowledgments.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\How to Write a Patent Application\Third Edition\Sections\6 - Acknowledgments.pdf","143","True"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\How to Write a Patent Application\Third Edition\Sections\7 - Chapter 1 - Introduction, When to File and Where to Prepare the Application.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\How to Write a Patent Application\Third Edition\Sections\7 - Chapter 1 - Introduction, When to File and Where to Prepare the Application.pdf","203","True"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\How to Write a Patent Application\Third Edition\Sections\9 - Chapter 3 - Electronic Filing in the Patent Office; and Exhibit 3-1.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\How to Write a Patent Application\Third Edition\Sections\9 - Chapter 3 - Electronic Filing in the Patent Office; and Exhibit 3-1.pdf","195","True"
"Directory","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Answer Book\2022 Edition","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Answer Book\2022 Edition","113","True"
"Directory","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Answer Book\2022 Edition\Sections","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Answer Book\2022 Edition\Sections","122","True"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Answer Book\2022 Edition\Intellectual Property Law Answer Book 2022 Edition.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Answer Book\2022 Edition\Intellectual Property Law Answer Book 2022 Edition.pdf","168","True"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Answer Book\2022 Edition\Sections\1 - Front Matter.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Answer Book\2022 Edition\Sections\1 - Front Matter.pdf","143","True"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Answer Book\2022 Edition\Sections\10 - Chapter 6 - Maintaining and Modifying Patents; Ownership; Marking; Patent Office Proceedings.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Answer Book\2022 Edition\Sections\10 - Chapter 6 - Maintaining and Modifying Patents; Ownership; Marking; Patent Office Proceedings.pdf","224","True"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Answer Book\2022 Edition\Sections\11 - Chapter 7 - Inventorship.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Answer Book\2022 Edition\Sections\11 - Chapter 7 - Inventorship.pdf","156","True"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Answer Book\2022 Edition\Sections\12 - Chapter 8 - Requirements for Patentability.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Answer Book\2022 Edition\Sections\12 - Chapter 8 - Requirements for Patentability.pdf","174","True"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Answer Book\2022 Edition\Sections\13 - Chapter 9 - Territorial Reach of US Patent Law.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Answer Book\2022 Edition\Sections\13 - Chapter 9 - Territorial Reach of US Patent Law.pdf","178","True"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Answer Book\2022 Edition\Sections\14 - Chapter 10 - Patent Infringement.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Answer Book\2022 Edition\Sections\14 - Chapter 10 - Patent Infringement.pdf","164","True"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Answer Book\2022 Edition\Sections\15 - Chapter 11 - Defenses and Counterclaims in a Patent Infringement Action.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Answer Book\2022 Edition\Sections\15 - Chapter 11 - Defenses and Counterclaims in a Patent Infringement Action.pdf","203","True"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Answer Book\2022 Edition\Sections\16 - Chapter 12 - Remedies for Patent Infringement.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Answer Book\2022 Edition\Sections\16 - Chapter 12 - Remedies for Patent Infringement.pdf","177","True"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Answer Book\2022 Edition\Sections\17 - Chapter 13 - Patent Licensing.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Answer Book\2022 Edition\Sections\17 - Chapter 13 - Patent Licensing.pdf","161","True"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Answer Book\2022 Edition\Sections\18 - Chapter 14 - Patents in Foreign Countries.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Answer Book\2022 Edition\Sections\18 - Chapter 14 - Patents in Foreign Countries.pdf","173","True"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Answer Book\2022 Edition\Sections\19 - Chapter 15 Alternatives to Patenting.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Answer Book\2022 Edition\Sections\19 - Chapter 15 Alternatives to Patenting.pdf","168","True"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Answer Book\2022 Edition\Sections\2 - About the Authors.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Answer Book\2022 Edition\Sections\2 - About the Authors.pdf","148","True"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Answer Book\2022 Edition\Sections\20 - Chapter 16 - Trademark Basics.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Answer Book\2022 Edition\Sections\20 - Chapter 16 - Trademark Basics.pdf","161","True"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Answer Book\2022 Edition\Sections\21 - Chapter 17 - Trademark Registration.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Answer Book\2022 Edition\Sections\21 - Chapter 17 - Trademark Registration.pdf","167","True"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Answer Book\2022 Edition\Sections\22 - Chapter 18 - Trademark Infringement.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Answer Book\2022 Edition\Sections\22 - Chapter 18 - Trademark Infringement.pdf","167","True"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Answer Book\2022 Edition\Sections\23 - Chapter 19 - Defenses in a Trademark Infringement Action.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Answer Book\2022 Edition\Sections\23 - Chapter 19 - Defenses in a Trademark Infringement Action.pdf","188","True"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Answer Book\2022 Edition\Sections\24 - Chapter 20 - Remedies for Trademark Infringement.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Answer Book\2022 Edition\Sections\24 - Chapter 20 - Remedies for Trademark Infringement.pdf","180","True"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Answer Book\2022 Edition\Sections\25 - Chapter 21 - Trademark Dilution.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Answer Book\2022 Edition\Sections\25 - Chapter 21 - Trademark Dilution.pdf","163","True"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Answer Book\2022 Edition\Sections\26 - Chapter 22 - State Trademark Laws.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Answer Book\2022 Edition\Sections\26 - Chapter 22 - State Trademark Laws.pdf","165","True"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Answer Book\2022 Edition\Sections\27 - Chapter 23 - Practical Aspects of Trademark Litigation.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Answer Book\2022 Edition\Sections\27 - Chapter 23 - Practical Aspects of Trademark Litigation.pdf","186","True"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Answer Book\2022 Edition\Sections\28 - Chapter 24 - Copyright Basics.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Answer Book\2022 Edition\Sections\28 - Chapter 24 - Copyright Basics.pdf","161","True"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Answer Book\2022 Edition\Sections\29 - Chapter 25 - Exclusive Rights and Fair Use.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Answer Book\2022 Edition\Sections\29 - Chapter 25 - Exclusive Rights and Fair Use.pdf","174","True"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Answer Book\2022 Edition\Sections\3 - Table of Chapters.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Answer Book\2022 Edition\Sections\3 - Table of Chapters.pdf","148","True"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Answer Book\2022 Edition\Sections\30 - Chapter 26 - Special Applications of Copyright Law.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Answer Book\2022 Edition\Sections\30 - Chapter 26 - Special Applications of Copyright Law.pdf","182","True"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Answer Book\2022 Edition\Sections\31 - Chapter 27 - Copyright Ownership, Transfer, and Duration.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Answer Book\2022 Edition\Sections\31 - Chapter 27 - Copyright Ownership, Transfer, and Duration.pdf","188","True"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Answer Book\2022 Edition\Sections\32 - Chapter 28 - Copyright Notice and Registration.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Answer Book\2022 Edition\Sections\32 - Chapter 28 - Copyright Notice and Registration.pdf","178","True"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Answer Book\2022 Edition\Sections\33 - Chapter 29 - Copyright Infringement Actions.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Answer Book\2022 Edition\Sections\33 - Chapter 29 - Copyright Infringement Actions.pdf","175","True"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Answer Book\2022 Edition\Sections\34 - Chapter 30 - The Digital Millennium Copyright Act.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Answer Book\2022 Edition\Sections\34 - Chapter 30 - The Digital Millennium Copyright Act.pdf","181","True"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Answer Book\2022 Edition\Sections\35 - Chapter 31 - Digital Audio Recording Devices and Media.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Answer Book\2022 Edition\Sections\35 - Chapter 31 - Digital Audio Recording Devices and Media.pdf","186","True"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Answer Book\2022 Edition\Sections\36 - Chapter 32 - Practical Aspects of Copyright Litigation.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Answer Book\2022 Edition\Sections\36 - Chapter 32 - Practical Aspects of Copyright Litigation.pdf","186","True"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Answer Book\2022 Edition\Sections\37 - Index.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Answer Book\2022 Edition\Sections\37 - Index.pdf","137","True"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Answer Book\2022 Edition\Sections\4 - Table of Contents.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Answer Book\2022 Edition\Sections\4 - Table of Contents.pdf","148","True"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Answer Book\2022 Edition\Sections\5 - Chapter 1 - Patent Basics.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Answer Book\2022 Edition\Sections\5 - Chapter 1 - Patent Basics.pdf","156","True"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Answer Book\2022 Edition\Sections\6 - Chapter 2 - The Parts of a Patent.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Answer Book\2022 Edition\Sections\6 - Chapter 2 - The Parts of a Patent.pdf","164","True"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Answer Book\2022 Edition\Sections\7 - Chapter 3 - Relations Among Patents.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Answer Book\2022 Edition\Sections\7 - Chapter 3 - Relations Among Patents.pdf","166","True"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Answer Book\2022 Edition\Sections\8 - Chapter 4 - Patent Applications.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Answer Book\2022 Edition\Sections\8 - Chapter 4 - Patent Applications.pdf","162","True"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Answer Book\2022 Edition\Sections\9 - Chapter 5 - The PTO's Review of the Application.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Answer Book\2022 Edition\Sections\9 - Chapter 5 - The PTO's Review of the Application.pdf","178","True"
"Directory","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Institute\2023","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Institute\2023","103","True"
"Directory","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Institute\2023\Sections","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Institute\2023\Sections","112","True"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Institute\2023\Intellectual Property Law Institute 2023.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Institute\2023\Intellectual Property Law Institute 2023.pdf","148","True"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Institute\2023\Sections\Chapter 1.  Privacy Developments — 2023 - What's All the Noise About (June 30,2023).pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Institute\2023\Sections\Chapter 1.  Privacy Developments — 2023 - What's All the Noise About (June 30,2023).pdf","200","True"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Institute\2023\Sections\Chapter 10. Communications Decency Act Section 230 (2023).pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Institute\2023\Sections\Chapter 10. Communications Decency Act Section 230 (2023).pdf","174","True"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Institute\2023\Sections\Chapter 11. How the Latest Developments in Trade Secret Law Will Affect Your Business and Legal Strategies (July 6, 2023).pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Institute\2023\Sections\Chapter 11. How the Latest Developments in Trade Secret Law Will Affect Your Business and Legal Strategies (July 6, 2023).pdf","238","True"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Institute\2023\Sections\Chapter 12. What You Need to Know About Trade Secrets in 2023.pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Institute\2023\Sections\Chapter 12. What You Need to Know About Trade Secrets in 2023.pdf","178","True"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Institute\2023\Sections\Chapter 13. Supreme Court’s Bad Spaniels Decision Limits Parody Defense to Trademark Infringement (June 16, 2023).pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Institute\2023\Sections\Chapter 13. Supreme Court’s Bad Spaniels Decision Limits Parody Defense to Trademark Infringement (June 16, 2023).pdf","230","True"
"File","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Institute\2023\Sections\Chapter 15. Call Your Next Witness - Some Recent Trademark Cases That Want the Distance (July 2023).pdf","C:\Users\WorkstationAdmin\iCloudDrive\Documents\Library\IP Law\Intellectual Property Law Institute\2023\Sections\Chapter 15. Call Your Next Witness - Some Recent Trademark Cases That Want the Distance (July 2023).pdf","216","True"
